No,Date,Hourly,S1,S2,S3,S4,WL01,WL02,WL03,WL04,WL05,WL06,WL07,WL08,WL09,WL10,WL11,WL12,WL13,WL14,WL15,WL16,WL17,WL18,WL19,WL20,WL21,WL22,WL23,WL24,Q02,Q04,Q05
564.0,2/16/15 11:00 PM,23,1.4,7.1,11.3,4.1,67,64,46,38,55,9,16,100,94,4,66,101,15,8,7,33,53,127,77,1,36,38,25,87,4920,4400,3820
565.0,2/17/15 1:00 AM,1,11.0,7.4,13.0,4.5,47,42,41,60,46,7,19,86,85,-4,101,87,33,16,27,67,52,127,117,2,73,96,86,104,5610,-5780,-4620
566.0,2/17/15 3:00 AM,3,1.1,7.7,11.2,7.5,72,61,92,107,95,5,17,0,0,96,64,6,28,25,29,109,50,50,70,20,86,106,98,46,3810,-7400,-6810
567.0,2/17/15 5:00 AM,5,9.0,7.5,8.6,8.4,114,103,108,106,115,7,19,-84,-80,138,-19,-81,2,28,5,97,54,-40,-21,30,52,54,40,-44,-875,5310,3040
568.0,2/17/15 7:00 AM,7,8.0,4.7,7.8,8.0,109,98,78,61,86,13,24,-145,-148,104,-89,-144,-13,25,-13,45,63,-112,-96,35,6,-10,-29,-119,1750,13400,12000
569.0,2/17/15 9:00 AM,9,8.3,4.2,7.5,6.6,64,62,36,10,46,16,29,-102,-139,23,-143,-117,-25,23,-30,-7,65,-151,-145,31,-34,-55,-85,-155,6150,13500,15200
570.0,2/17/15 11:00 AM,11,9.1,3.2,9.0,5.2,33,32,0,-29,9,13,28,22,-14,-34,-74,2,-31,19,-43,-52,59,-20,-124,22,-67,-92,-124,-49,7020,10700,14100
571.0,2/17/15 1:00 PM,13,9.8,4.9,1.6,3.3,3,8,-34,-61,-25,4,20,102,80,-77,40,96,-11,13,-21,-71,51,114,44,12,-24,-60,-18,63,7920,3190,-930
572.0,2/17/15 3:00 PM,15,11.6,8.5,12.9,4.0,-23,-16,-25,17,-26,-6,11,98,99,24,95,102,-4,7,-9,49,41,143,119,2,51,66,72,109,7970,-14500,-11200
573.0,2/17/15 5:00 PM,17,1.7,8.9,11.8,6.8,54,42,70,94,77,-11,4,41,47,105,84,47,-28,6,-31,93,33,72,96,4,78,102,100,73,610,-13400,-10600
574.0,2/17/15 7:00 PM,19,9.2,8.4,1.7,8.4,101,93,100,109,108,3,6,8,-3,116,25,3,-40,5,-51,103,39,16,15,10,65,78,62,14,-2000,-336,-2280
575.0,2/17/15 9:00 PM,21,1.2,7.9,9.9,5.6,117,106,95,75,106,10,14,38,18,52,-19,35,-25,6,-43,67,50,27,-19,9,21,14,9,-1,-750,7890,6160
576.0,2/17/15 11:00 PM,23,1.5,7.0,11.5,5.4,80,77,55,35,65,14,21,110,88,-6,50,106,5,7,-6,29,59,124,54,4,8,6,-6,75,4220,9280,7490
577.0,2/18/15 1:00 AM,1,11.5,8.0,13.5,4.2,49,47,30,32,38,15,26,132,125,-39,116,125,30,14,22,43,58,167,130,0,62,88,82,129,6100,-4900,-1490
578.0,2/18/15 3:00 AM,3,1.3,8.8,11.7,5.8,48,39,80,105,83,11,23,64,67,46,113,57,44,23,42,113,54,108,134,13,94,128,122,106,5120,-9920,-9630
579.0,2/18/15 5:00 AM,5,9.7,9.4,1.6,8.5,115,100,119,130,126,10,21,-39,-33,115,33,-43,25,30,28,127,55,2,36,27,87,102,89,8,-750,-3610,-2810
580.0,2/18/15 7:00 AM,7,8.4,7.9,9.5,8.4,134,121,115,103,126,18,26,-124,-124,116,-48,-128,-3,31,0,83,63,-86,-61,35,33,28,10,-81,-1760,10700,8370
581.0,2/18/15 9:00 AM,9,8.2,5.3,9.0,6.3,97,91,67,42,76,24,33,-155,-169,36,-120,-163,-18,28,-22,27,71,-145,-126,36,-11,-28,-50,-143,4250,14700,14300
582.0,2/18/15 11:00 AM,11,9.5,3.7,1.0,5.0,57,54,30,1,37,25,38,-14,-54,-26,-142,-36,-25,26,-35,-22,69,-108,-155,29,-47,-69,-101,-103,6830,13400,15900
583.0,2/18/15 1:00 PM,13,1.2,4.3,11.0,3.6,26,28,-7,-37,1,19,35,90,76,-75,15,81,1,22,-14,-63,63,114,12,20,-63,-91,-82,49,7870,10200,-3430
584.0,2/18/15 3:00 PM,15,11.0,7.5,13.3,2.7,-3,5,-35,-28,-27,9,25,135,122,-8,105,124,15,18,9,20,53,170,131,9,46,65,64,125,8400,-13000,-11400
585.0,2/18/15 5:00 PM,17,12.6,8.3,12.2,6.0,20,5,60,96,79,1,17,73,74,92,111,65,-7,19,-8,99,44,106,130,12,84,116,115,105,4920,-15200,-13100
586.0,2/18/15 7:00 PM,19,1.1,8.0,1.9,6.5,105,90,106,122,114,11,16,13,0,122,53,6,-25,16,-31,118,45,23,37,21,83,105,91,29,-2250,-8600,-5450
587.0,2/18/15 9:00 PM,21,9.1,6.3,1.0,5.4,129,117,117,101,124,21,24,2,-19,66,-14,-9,-25,17,-41,85,55,-18,-31,20,32,30,26,-16,-2390,9230,3500
588.0,2/18/15 11:00 PM,23,1.4,5.6,11.4,5.1,101,95,73,47,79,27,31,88,60,1,5,75,7,18,-5,39,65,56,-12,17,0,-10,-15,35,3250,13000,10800
589.0,2/19/15 1:00 AM,1,11.6,6.5,12.8,7.3,61,56,40,20,44,28,37,142,134,-45,95,137,29,23,20,16,67,160,113,12,33,30,43,125,6100,4370,2250
590.0,2/19/15 3:00 AM,3,12.8,9.1,13.8,7.5,39,38,34,80,42,24,34,117,120,-8,137,112,41,30,36,97,63,180,168,12,89,128,122,147,6410,-13600,-9300
591.0,2/19/15 5:00 AM,5,11.0,9.4,11.6,7.8,95,74,112,140,123,18,28,6,11,88,89,0,33,35,34,133,58,66,100,27,109,142,130,62,1860,-10200,-8960
592.0,2/19/15 7:00 AM,7,9.9,8.2,1.0,7.4,140,123,135,138,143,25,31,-88,-89,116,-4,-97,7,38,7,117,65,-42,-22,36,63,70,51,-40,-2900,4840,3060
593.0,2/19/15 9:00 AM,9,9.0,6.6,9.7,6.1,136,122,96,71,106,34,40,-154,-164,52,-87,-161,-6,35,-11,57,75,-116,-100,40,12,-2,-19,-120,1010,15300,12900
594.0,2/19/15 11:00 AM,11,8.2,4.7,9.2,4.3,82,74,54,26,61,39,47,-75,-113,-16,-143,-89,-18,34,-26,10,78,-161,-146,35,-26,-47,-76,-149,6450,13600,16500
595.0,2/19/15 1:00 PM,13,9.6,3.5,1.1,4.1,50,44,17,-13,23,35,48,69,53,-67,-13,57,-9,33,-25,-38,73,22,-60,29,-58,-82,-115,18,7440,14100,10700
596.0,2/19/15 3:00 PM,15,1.2,5.8,11.4,6.6,20,18,-16,-46,-10,27,39,142,131,-44,93,136,22,29,12,-42,65,164,121,21,25,20,44,118,8280,-5800,-9180
597.0,2/19/15 5:00 PM,17,13.3,7.5,13.7,9.1,-5,0,9,80,40,17,30,100,104,84,126,91,15,29,15,90,55,166,160,13,80,118,113,133,7680,-16300,-13400
598.0,2/19/15 7:00 PM,19,1.8,8.9,11.2,8.1,97,76,105,129,113,13,24,13,6,121,69,4,-12,27,-13,122,51,37,66,24,95,125,113,44,-1740,-10800,-9910
599.0,2/19/15 9:00 PM,21,1.2,7.8,9.2,6.0,132,113,126,121,134,29,31,-32,-44,85,-15,-42,-26,26,-35,105,60,-37,-32,29,46,48,36,-30,-2900,6270,3840
600.0,2/19/15 11:00 PM,23,9.7,5.9,1.3,6.0,122,101,89,58,92,35,38,31,3,19,-46,28,-15,27,-31,50,70,-22,-73,26,3,-10,-19,-33,-625,14200,10700
601.0,2/20/15 1:00 AM,1,1.6,4.4,12.8,5.5,71,55,49,21,53,38,43,127,110,-30,62,120,13,28,-3,11,73,140,60,21,-18,-30,-30,89,4640,5430,9700
602.0,2/20/15 3:00 AM,3,11.2,7.7,14.6,5.8,43,30,19,25,23,34,42,158,152,-28,138,152,32,29,23,35,69,201,170,15,70,102,99,158,6780,-10100,-2320
603.0,2/20/15 5:00 AM,5,11.9,8.7,12.9,5.2,49,43,83,128,105,25,34,59,69,82,125,52,35,35,33,127,61,118,154,17,111,152,141,120,4030,-12400,-12800
604.0,2/20/15 7:00 AM,7,11.3,8.3,11.5,4.9,130,109,134,150,142,26,32,-53,-51,126,30,-60,9,38,11,142,64,-9,22,31,93,115,92,0,-2270,-4840,-2490
605.0,2/20/15 9:00 AM,9,1.2,7.2,9.9,4.5,152,139,125,102,138,36,39,-136,-139,106,-60,-139,-10,34,-12,87,72,-98,-72,38,29,22,8,-88,-2560,13900,11100
606.0,2/20/15 11:00 AM,11,8.3,5.9,8.3,4.1,104,100,68,42,79,41,46,-128,-150,37,-126,-145,-23,34,-31,33,79,-152,-130,35,-11,-28,-53,-141,4130,15800,15800
607.0,2/20/15 1:00 PM,13,8.7,3.0,1.2,6.3,66,59,30,5,42,40,50,38,9,-13,-63,21,-25,32,-38,-15,76,-36,-144,29,-45,-66,-102,-34,6890,14100,14400
608.0,2/20/15 3:00 PM,15,1.7,3.9,12.1,7.2,34,32,-7,-33,5,32,43,130,123,-14,68,126,17,29,0,-56,69,157,88,21,-18,-60,0,100,7990,4560,1100
609.0,2/20/15 5:00 PM,17,12.3,6.7,14.1,1.1,6,8,-5,48,-10,22,33,122,124,105,128,115,29,28,23,67,60,184,167,13,75,105,99,146,8400,-15700,-11300
610.0,2/20/15 7:00 PM,19,1.6,7.4,11.9,9.0,76,65,99,129,105,15,26,25,28,147,88,17,1,29,0,118,52,64,100,18,102,134,124,70,1850,-11400,-10100
611.0,2/20/15 9:00 PM,21,9.7,7.1,1.1,6.5,129,117,128,134,134,28,29,-42,-51,127,1,-53,-19,27,-25,118,58,-28,-12,30,62,76,54,-19,-2900,2860,2430
612.0,2/20/15 11:00 PM,23,9.0,5.8,8.7,6.3,137,125,98,75,108,35,36,-44,-65,62,-61,-43,-20,27,-32,60,69,-75,-78,29,11,1,-14,-67,-882,13000,10600
613.0,2/21/15 1:00 AM,1,1.7,4.0,11.0,3.4,81,77,53,28,61,39,43,80,50,8,-3,72,-1,28,-13,17,74,56,-54,24,-21,-37,-55,31,6200,13600,13200
614.0,2/21/15 3:00 AM,3,11.2,4.7,12.2,3.8,51,45,20,-5,25,36,44,151,154,-26,97,149,23,28,9,-12,70,182,126,18,32,25,45,137,7080,2110,322
615.0,2/21/15 5:00 AM,5,12.2,7.2,14.2,6.4,25,26,30,81,36,28,36,122,124,38,142,108,39,30,32,97,63,184,181,14,96,138,124,157,7380,-17200,-11800
616.0,2/21/15 7:00 AM,7,1.9,7.6,11.7,7.8,105,94,118,147,126,19,29,4,-5,94,78,-13,21,34,25,136,57,45,82,24,111,142,129,51,625,-11800,-7440
617.0,2/21/15 9:00 AM,9,9.5,6.1,9.1,6.2,144,133,140,137,145,30,33,-94,-100,105,-18,-107,-5,34,-3,117,64,-60,-34,35,53,55,42,-52,-3050,7300,5310
618.0,2/21/15 11:00 AM,11,8.0,3.7,7.3,4.3,135,123,91,68,97,37,40,-147,-154,49,-94,-156,-18,31,-25,53,73,-126,-106,38,5,-10,-23,-121,0,14700,13500
619.0,2/21/15 1:00 PM,13,8.8,2.0,7.7,3.4,77,75,48,22,55,39,45,-10,-45,-8,-130,-19,-25,30,-35,7,75,-112,-144,31,-32,-52,-79,-100,6450,13900,15900
620.0,2/21/15 3:00 PM,15,1.7,2.9,1.8,1.9,46,43,9,-17,17,33,43,110,98,-32,35,104,3,28,-17,-40,70,122,26,24,-56,-79,-82,70,7690,11100,10400
621.0,2/21/15 5:00 PM,17,12.9,3.9,12.9,4.6,17,17,-20,-28,-13,23,33,138,137,70,116,131,31,24,20,27,61,193,156,15,57,84,80,140,7920,-14200,-10200
622.0,2/21/15 7:00 PM,19,11.6,7.2,1.5,6.4,20,35,80,111,96,13,25,48,54,132,109,38,17,27,20,110,52,104,140,11,100,137,125,94,3990,-15900,-11700
623.0,2/21/15 9:00 PM,21,1.1,6.1,9.0,5.2,120,107,123,138,129,20,23,-33,-40,133,17,-44,-11,28,-13,125,54,-4,10,26,82,100,76,-4,-2380,-3250,-4920
624.0,2/21/15 11:00 PM,23,8.3,3.0,7.6,4.9,139,127,115,96,126,30,30,-83,-89,74,-54,-87,-19,26,-29,75,64,-72,-68,32,22,16,2,-69,-2020,14000,7580
625.0,2/22/15 1:00 AM,1,9.2,2.4,9.3,3.4,93,95,62,36,69,35,37,15,-14,11,-79,14,-9,26,-23,27,71,-56,-107,27,-15,-30,-48,-56,5630,13600,13200
626.0,2/22/15 3:00 AM,3,1.5,2.8,11.3,2.2,57,55,28,0,33,33,40,115,106,-32,50,111,11,26,-3,-13,69,130,57,22,-36,-54,-56,84,7080,10400,9120
627.0,2/22/15 5:00 AM,5,12.5,5.4,12.6,3.8,28,29,-4,0,4,26,35,143,137,-22,124,131,29,26,19,35,63,190,162,16,67,100,85,148,7740,-13500,-8250
628.0,2/22/15 7:00 AM,7,13.0,6.5,11.2,6.0,44,40,82,117,100,15,25,48,48,65,108,30,27,28,30,117,54,97,132,18,104,141,128,92,4640,-15300,-11800
629.0,2/22/15 9:00 AM,9,11.2,5.7,9.0,5.0,125,111,125,139,133,18,22,-50,-59,100,15,-62,-3,31,3,128,55,-18,4,30,78,94,70,-17,-2270,-1530,-1800
630.0,2/22/15 11:00 AM,11,8.9,3.9,8.0,4.7,141,129,113,90,122,25,28,-121,-127,75,-65,-131,-23,27,-23,72,63,-94,-81,36,18,10,-7,-93,-1780,14100,11400
631.0,2/22/15 1:00 PM,13,8.0,2.0,5.7,3.1,88,89,58,32,65,28,32,-70,-92,26,-122,-67,-35,24,-41,22,69,-135,-130,32,-20,-38,-62,-125,5500,14600,15400
632.0,2/22/15 3:00 PM,15,9.0,1.3,7.2,1.5,52,51,22,-7,28,24,34,75,68,-6,-3,70,-21,22,-41,-24,65,44,-37,25,-51,-73,-102,26,7320,13400,11800
633.0,2/22/15 5:00 PM,17,1.9,3.3,8.7,3.2,21,25,-15,-39,-6,14,26,144,139,40,95,139,14,17,3,-35,58,178,134,15,33,40,46,124,7870,-6890,-4990
634.0,2/22/15 7:00 PM,19,12.9,5.1,1.5,4.3,-1,5,43,83,48,3,15,85,97,104,124,74,28,18,26,91,49,158,168,7,89,128,113,129,7320,-16900,-12800
635.0,2/22/15 9:00 PM,21,1.8,5.7,8.4,4.6,95,87,113,134,116,-2,8,-8,-4,122,45,-20,1,22,5,122,46,30,53,20,99,124,104,25,-1740,-10800,-7850
636.0,2/22/15 11:00 PM,23,9.2,4.5,6.2,4.1,131,123,124,118,133,12,14,-76,-83,82,-35,-87,-14,21,-17,95,51,-54,-46,30,37,38,17,-57,-2900,6680,5530
637.0,2/23/15 1:00 AM,1,8.1,3.1,7.9,2.8,123,105,73,50,80,19,22,-65,-88,18,-90,-61,-19,22,-23,37,62,-101,-101,30,-4,-16,-42,-97,2380,14400,12600
638.0,2/23/15 3:00 AM,3,1.3,1.2,8.9,2.0,68,61,36,10,41,21,28,56,15,-31,-8,53,-10,22,-21,-4,67,28,-60,25,-35,-53,-79,14,6520,13500,13600
639.0,2/23/15 5:00 AM,5,11.9,2.7,1.4,2.2,39,34,1,-22,7,16,28,126,120,-59,83,124,9,21,1,-34,63,153,108,18,24,10,30,110,7260,-4000,-1270
640.0,2/23/15 7:00 AM,7,12.6,4.9,11.8,3.6,10,13,13,70,25,6,19,90,93,10,114,73,25,20,21,80,55,152,151,13,82,115,102,122,7680,-15400,-11900
641.0,2/23/15 9:00 AM,9,1.4,5.2,9.1,5.5,91,81,103,127,108,-3,10,-5,-16,71,48,-24,0,22,5,116,47,22,50,21,93,117,105,28,-744,-10700,-8020
642.0,2/23/15 11:00 AM,11,9.1,3.8,7.1,3.5,127,118,120,113,126,8,13,-80,-89,92,-34,-96,-21,19,-23,95,53,-60,-48,30,34,36,21,-57,-2390,7660,6320
643.0,2/23/15 1:00 PM,13,7.5,2.2,5.2,2.5,111,97,72,46,79,14,18,-92,-100,75,-93,-85,-32,17,-40,35,63,-106,-103,30,-8,-21,-38,-102,3880,14100,12300
644.0,2/23/15 3:00 PM,15,8.0,1.0,7.2,1.8,60,54,33,7,38,15,22,40,34,44,-33,40,-30,15,-47,-6,64,10,-80,23,-39,-56,-78,-6,6950,12700,14000
645.0,2/23/15 5:00 PM,17,8.8,2.1,1.0,2.1,30,29,-2,-26,4,9,20,128,122,47,76,127,11,11,-4,-39,58,156,100,14,5,-20,16,103,7870,2040,1580
646.0,2/23/15 7:00 PM,19,13.0,4.1,11.5,4.1,5,8,0,54,5,0,11,117,117,89,122,102,41,12,37,70,49,182,167,4,76,112,103,138,8040,-14200,-11700
647.0,2/23/15 9:00 PM,21,1.9,4.7,9.9,4.6,84,70,102,127,104,-9,2,15,13,119,70,8,31,18,37,116,42,62,100,15,100,134,118,56,-372,-10500,-10900
648.0,2/23/15 11:00 PM,23,9.9,3.5,8.3,4.7,127,116,124,128,130,4,7,-63,-73,110,-14,-72,13,24,15,110,49,-34,-17,29,53,64,46,-35,-2520,3170,2580
649.0,2/24/15 1:00 AM,1,7.0,2.8,5.8,2.9,128,112,85,66,98,12,15,-107,-108,54,-78,-110,-7,25,-3,50,61,-92,-84,35,6,-2,-20,-92,-630,14000,12100
650.0,2/24/15 3:00 AM,3,7.9,1.1,6.6,2.2,72,65,43,20,52,17,23,-2,-33,-6,-84,-7,-17,24,-23,7,66,-60,-115,34,-28,-43,-66,-65,6150,12800,14200
651.0,2/24/15 5:00 AM,5,8.5,0.8,8.4,1.2,41,36,8,-17,16,15,26,84,81,-50,35,82,-4,22,-15,-33,62,106,33,28,-45,-65,-52,59,7260,9580,7600
652.0,2/24/15 7:00 AM,7,1.5,2.6,1.0,2.1,14,15,-17,-9,-10,8,20,105,101,-53,91,92,21,18,12,27,53,149,124,19,51,75,69,107,7920,-11100,-8860
653.0,2/24/15 9:00 AM,9,8.9,3.6,8.0,4.1,30,26,69,97,79,-2,9,25,19,30,71,12,20,20,27,94,43,64,92,15,82,110,100,59,4110,-14800,-9790
654.0,2/24/15 11:00 AM,11,8.0,2.7,5.3,2.6,105,93,104,113,110,2,7,-46,-52,76,-9,-57,-10,22,-4,101,45,-24,-10,26,53,65,49,-27,-1500,-4010,0
655.0,2/24/15 1:00 PM,13,7.0,1.8,4.5,2.1,119,106,89,65,93,9,13,-80,-85,90,-70,-84,-26,19,-26,50,53,-76,-74,32,4,-6,-19,-79,-625,12400,10200
656.0,2/24/15 3:00 PM,15,5.5,0.9,5.2,1.4,71,64,41,18,46,14,18,15,1,76,-58,10,-25,17,-37,5,59,-20,-94,27,-29,-42,-61,-38,6030,13600,12100
657.0,2/24/15 5:00 PM,17,7.1,1.4,8.1,1.2,39,31,9,-14,13,11,20,97,96,56,48,93,-1,14,-15,-28,55,118,54,20,-26,-45,-28,71,7260,6780,5740
658.0,2/24/15 7:00 PM,19,1.1,2.6,8.8,1.9,12,12,-13,10,-6,3,13,121,119,69,106,110,22,11,11,39,48,170,142,11,59,84,78,124,7680,-12500,-10900
659.0,2/24/15 9:00 PM,21,1.3,3.6,8.2,3.6,52,41,78,107,86,-6,4,45,50,101,91,32,39,16,37,101,40,100,120,11,91,125,112,83,2680,-13700,-11200
660.0,2/24/15 11:00 PM,23,7.0,3.1,5.6,3.8,112,99,113,124,119,1,5,-40,-37,110,10,-50,21,23,23,113,45,-5,13,26,70,88,69,-13,-2000,-1520,-1770
661.0,2/25/15 1:00 AM,1,6.1,2.1,4.2,2.7,127,115,100,86,113,9,13,-100,-102,77,-59,-108,3,27,8,68,55,-73,-64,35,18,12,-4,-79,-504,12700,10300
662.0,2/25/15 3:00 AM,3,5.0,1.0,4.8,1.8,82,75,51,30,61,15,20,-70,-86,16,-106,-72,-15,26,-16,19,63,-106,-109,37,-18,-30,-54,-106,5210,14100,12500
663.0,2/25/15 5:00 AM,5,5.6,0.5,6.0,0.9,48,40,16,-6,25,15,26,28,19,-43,-28,21,-24,24,-31,-23,61,10,-64,32,-47,-64,-89,-9,6950,12900,11900
664.0,2/25/15 7:00 AM,7,7.0,0.8,6.4,0.7,20,17,-14,-36,-6,10,22,80,74,-87,49,74,-4,19,-20,-42,54,106,68,24,7,-2,9,65,7440,-2230,-1240
665.0,2/25/15 9:00 AM,9,8.6,2.5,6.6,2.2,-3,0,5,50,7,0,12,48,54,-52,75,45,17,13,12,58,44,100,96,15,58,82,68,78,6840,-11000,-8690
666.0,2/25/15 11:00 AM,11,7.2,2.8,5.9,2.7,72,54,76,97,83,-7,3,-12,-13,38,29,-14,-9,16,-5,86,37,15,21,13,66,78,69,16,610,-7220,-4830
667.0,2/25/15 1:00 PM,13,5.5,1.6,4.8,1.6,103,92,91,84,99,4,7,-44,-51,87,-35,-50,-29,13,-30,69,43,-39,-46,24,22,16,7,-38,-1130,6760,5270
668.0,2/25/15 3:00 PM,15,4.5,1.0,4.4,1.2,87,79,55,32,61,9,13,9,-20,96,-60,-7,-37,12,-43,23,52,-22,-65,21,-13,-26,-39,-45,3600,11900,10500
669.0,2/25/15 5:00 PM,17,7.1,0.7,5.6,1.0,47,41,22,0,28,10,16,79,63,71,22,65,-23,10,-38,-10,53,80,31,15,-25,-34,-44,42,6220,8060,8400
670.0,2/25/15 7:00 PM,19,8.7,1.6,6.4,1.4,22,19,-2,4,5,6,14,110,105,47,87,100,1,7,-13,14,48,144,116,6,44,64,51,103,6900,-6510,-4290
671.0,2/25/15 9:00 PM,21,9.6,2.4,7.2,2.8,25,22,55,89,59,-2,5,58,63,55,93,54,31,8,24,86,41,119,115,0,79,110,94,95,5320,-13100,-9840
672.0,2/25/15 11:00 PM,23,8.4,2.2,5.5,3.0,96,82,99,114,104,-2,4,-22,-18,95,28,-26,32,17,32,105,41,22,33,11,78,90,79,15,-496,-5580,-2270
673.0,2/26/15 1:00 AM,1,6.7,1.8,4.6,3.0,119,106,105,97,114,7,10,-94,-88,97,-46,-93,15,24,17,78,50,-54,-51,27,30,20,8,-61,-2000,9500,6510
674.0,2/26/15 3:00 AM,3,3.4,0.9,3.7,2.2,93,89,59,37,69,14,18,-110,-118,45,-100,-115,-8,26,-6,27,60,-103,-101,34,-9,-24,-47,-106,4130,12800,12400
675.0,2/26/15 5:00 AM,5,3.9,0.4,4.9,0.7,52,46,22,-1,32,16,24,-26,-50,-19,-97,-36,-23,24,-25,-16,60,-72,-116,33,-40,-60,-89,-83,6100,12600,12800
676.0,2/26/15 7:00 AM,7,4.6,0.7,4.7,0.5,22,20,-10,-34,-1,12,22,42,30,-78,-3,34,-22,19,-33,-53,55,49,-2,25,-55,-72,-78,14,7140,9510,8470
677.0,2/26/15 9:00 AM,9,6.7,0.9,4.9,0.5,-3,-3,-32,-22,-25,4,13,56,55,-118,49,50,4,13,-7,-8,46,90,64,16,25,37,29,57,7500,-7170,-3770
678.0,2/26/15 11:00 AM,11,5.2,1.2,4.8,1.5,5,5,35,62,41,-6,4,25,26,-12,49,20,4,10,5,60,36,52,57,8,52,70,61,46,5160,-9690,-6880
679.0,2/26/15 1:00 PM,13,3.7,1.0,4.0,1.2,75,60,72,82,78,-3,1,-1,-8,72,8,-7,-22,11,-22,72,34,9,1,12,44,44,42,6,615,-2460,-2050
680.0,2/26/15 3:00 PM,15,3.3,0.9,3.7,0.9,91,80,73,57,79,6,6,8,-9,106,-25,-6,-34,8,-41,50,42,-3,-21,19,11,5,-1,-12,-496,8000,5700
681.0,2/26/15 5:00 PM,17,4.4,0.8,4.8,0.8,63,60,41,27,47,8,11,53,41,90,8,44,-23,7,-36,18,49,58,8,14,-4,-8,-20,22,4670,9700,8510
682.0,2/26/15 7:00 PM,19,5.6,0.9,5.0,0.8,38,32,20,15,26,8,14,87,83,46,61,80,-4,7,-13,10,48,113,80,7,28,39,27,77,6290,3770,2200
683.0,2/26/15 9:00 PM,21,6.4,1.3,5.2,1.4,26,22,27,63,32,3,11,74,77,23,88,70,21,9,11,62,43,115,105,1,63,90,77,91,5690,-10500,-5020
684.0,2/26/15 11:00 PM,23,6.6,1.8,4.6,1.6,72,63,79,99,86,-1,6,11,18,73,53,8,31,16,29,93,40,53,63,8,72,92,84,45,984,-7310,-5540
685.0,2/27/15 1:00 AM,1,5.3,1.4,4.3,1.6,104,93,97,100,104,5,10,-60,-57,115,-19,-63,18,23,22,86,46,-28,-17,22,47,45,34,-29,-375,4760,3320
686.0,2/27/15 3:00 AM,3,3.7,0.8,3.6,1.2,103,91,73,54,79,11,16,-120,-113,96,-82,-116,-5,26,2,42,56,-90,-84,32,4,-8,-25,-93,1750,11300,11200
687.0,2/27/15 5:00 AM,5,3.0,0.4,2.5,0.5,60,58,35,10,41,15,22,-83,-103,27,-123,-90,-21,23,-19,-2,60,-111,-121,33,-31,-50,-75,-118,5490,13300,12900
688.0,2/27/15 7:00 AM,7,3.9,0.2,3.4,0.3,31,27,-1,-26,6,14,24,-7,-27,-40,-64,-19,-32,21,-35,-46,56,-24,-82,26,-60,-81,-109,-49,6660,11000,10700
689.0,2/27/15 9:00 AM,9,4.2,0.2,4.7,0.2,2,2,-32,-52,-23,5,15,42,29,-92,9,32,-13,14,-33,-63,48,53,11,18,-33,-42,-30,20,7680,2000,1210
690.0,2/27/15 11:00 AM,11,4.6,0.4,4.8,0.2,-19,-17,-25,7,-25,-5,6,57,52,-90,46,51,3,9,-3,21,38,79,59,8,26,40,36,56,7140,-9020,-6790
691.0,2/27/15 1:00 PM,13,3.6,0.9,3.9,0.7,28,20,43,64,50,-9,-1,41,36,55,54,35,-21,9,-19,59,29,56,53,1,47,63,60,51,2300,-8850,-7200
692.0,2/27/15 3:00 PM,15,3.4,1.1,3.5,0.9,75,63,70,77,77,-1,0,30,18,112,32,25,-34,7,-38,71,32,33,24,10,44,50,48,28,-492,-1980,-3180
693.0,2/27/15 5:00 PM,17,3.9,0.6,3.8,0.9,89,78,74,66,80,3,6,38,31,108,16,32,-31,7,-41,61,40,43,18,11,28,27,24,27,1610,6160,1260
694.0,2/27/15 7:00 PM,19,4.0,0.3,4.6,0.7,77,68,56,50,61,6,11,62,58,52,36,57,-10,6,-23,43,48,80,46,6,27,32,22,51,3570,5220,3900
695.0,2/27/15 9:00 PM,21,4.4,0.5,5.0,0.8,55,47,43,50,49,7,14,76,71,6,65,70,12,8,1,44,50,106,78,1,49,68,50,72,4390,2170,1270
696.0,2/27/15 11:00 PM,23,4.7,0.7,4.7,1.0,55,44,56,77,62,6,16,43,41,33,69,36,31,16,25,72,49,85,78,3,65,86,72,63,3900,-4730,-2250
697.0,2/28/15 1:00 AM,1,3.6,0.9,4.1,1.1,81,70,81,92,89,5,16,-15,-19,110,20,-24,28,25,29,86,52,20,24,18,62,64,58,10,1740,-2670,0
698.0,2/28/15 3:00 AM,3,2.5,0.7,3.8,1.0,97,85,83,74,88,9,19,-82,-84,132,-48,-89,11,30,15,58,57,-51,-51,30,27,16,4,-61,992,8860,7600
699.0,2/28/15 5:00 AM,5,1.8,0.3,2.7,0.4,72,65,50,30,54,14,24,-119,-124,68,-101,-121,-11,29,-9,15,62,-101,-105,35,-11,-30,-51,-112,4180,13000,12400
700.0,2/28/15 7:00 AM,7,1.3,0.2,3.4,0.2,41,38,16,-8,21,15,27,-64,-84,-5,-129,-70,-24,25,-29,-28,60,-91,-130,33,-46,-68,-96,-107,6170,12800,12900
701.0,2/28/15 9:00 AM,9,1.7,0.3,4.4,0.1,13,11,-20,-45,-12,9,21,10,-6,-64,-44,0,-24,20,-35,-65,53,0,-50,25,-68,-90,-107,-25,6480,10800,10100
702.0,2/28/15 11:00 AM,11,3.8,0.4,4.5,0.1,-14,-13,-46,-54,-38,-1,12,59,45,-111,25,51,-12,12,-23,-48,43,70,35,14,-8,-10,-5,38,7380,-3000,-2930
