ID,longitude,latitude,PN,DN,WN,P,Date,Qyc,Qc,WQI,Wh1,HH,Wh2,XNM,Wh3,LL,Wh4,SL,Wh5,Wv1,PD,Wv2,WSCI,Wv3,DTR,Wv4,MDK,Wv5
X465,105.512,10.4661,An Giang,Chợ Mới,Mỹ An,13474,11/9/2023,1617,51,58,0.48,-0.26,0.09,0,0.18,2.74,0.07,11,0.19,0.1,107,0.07,0.01,0.4,175,0.25,20211,0.18
X466,106.117,10.4778,Tiền Giang,Cai Lậy,Mỹ Phước Tây,13986,11/9/2023,1678,20,51,0.48,-1.32,0.09,0,0.18,1.68,0.07,13,0.19,0.1,69,0.07,0.12,0.4,1657,0.25,20979,0.18
X467,105.284,10.4549,An Giang,Châu Thành,Cần Đăng,21075,11/9/2023,2529,58,57,0.48,-0.24,0.09,0,0.18,2.76,0.07,7,0.19,0.1,56,0.07,0.01,0.4,156,0.25,31613,0.18
X468,105.084,10.4623,An Giang,Tịnh Biên,Tân Lập,6024,11/9/2023,723,305,52,0.48,0.36,0.09,8,0.18,3.36,0.07,13,0.19,0.1,20,0.07,0.04,0.4,223,0.25,9036,0.18
X469,106.408,10.4731,Tiền Giang,Chợ Gạo,Trung Hòa,7338,11/9/2023,881,20,40,0.48,0.45,0.09,0,0.18,3.45,0.07,15,0.19,0.1,67,0.07,0.25,0.4,1831,0.25,11007,0.18
X470,105.358,10.4676,An Giang,Châu Thành,Bình Thành,8920,11/9/2023,1070,10,57,0.48,-1.5,0.09,8,0.18,1.5,0.07,14,0.19,0.1,94,0.07,0.21,0.4,1873,0.25,13380,0.18
X471,106.495,10.4663,Long An,Châu Thành,Phước Tân Hưng,7437,11/9/2023,892,306,53,0.48,-1.32,0.09,0,0.18,1.68,0.07,18,0.19,0.1,54,0.07,0.25,0.4,1878,0.25,11156,0.18
X472,105.778,10.4496,Đồng Tháp,Cao Lãnh,Tân Hội Trung,9968,11/9/2023,1196,20,59,0.48,-2.8,0.09,16,0.18,0.2,0.07,16,0.19,0.1,25,0.07,0.41,0.4,4097,0.25,14952,0.18
X473,106.674,10.4618,Long An,Cần Đước,Long Hựu Tây,9621,11/9/2023,1155,336,55,0.48,-2.8,0.09,16,0.18,0.2,0.07,16,0.19,0.1,60,0.07,0.3,0.4,2921,0.25,14432,0.18
X474,106.604,10.459,Long An,Cần Đước,Tân Chánh,13629,11/9/2023,1635,433,55,0.48,-1.5,0.09,0,0.18,1.5,0.07,13,0.19,0.1,80,0.07,0.19,0.4,2583,0.25,20444,0.18
X475,105.243,10.44,An Giang,Châu Thành,Vĩnh Hanh,14418,11/9/2023,1730,238,56,0.48,-1.5,0.09,0,0.18,1.5,0.07,13,0.19,0.1,39,0.07,0.08,0.4,1130,0.25,21627,0.18
X476,104.996,10.4466,An Giang,Tri Tôn,Châu Lăng,15773,11/9/2023,1893,63,53,0.48,-0.26,0.09,0,0.18,2.74,0.07,9,0.19,0.1,49,0.07,0.04,0.4,695,0.25,23660,0.18
X477,105.584,10.4616,Đồng Tháp,Cao Lanh,Tân Thuận Tây,11388,11/9/2023,1367,517,58,0.48,-1.5,0.09,8,0.18,1.5,0.07,16,0.19,0.1,112,0.07,0.22,0.4,2539,0.25,17082,0.18
X478,106.194,10.4745,Tiền Giang,Tân Phước,Mỹ Phước,6704,11/9/2023,804,20,55,0.48,-2.8,0.09,16,0.18,0.2,0.07,13,0.19,0.1,239,0.07,0.01,0.4,56,0.25,10056,0.18
X479,106.648,10.447,Tiền Giang,Gò Công Đông,Bình Đông,15068,11/9/2023,1808,95,55,0.48,-0.26,0.09,0,0.18,2.74,0.07,13,0.19,0.1,66,0.07,0.02,0.4,296,0.25,22602,0.18
X480,106.161,10.4608,Tiền Giang,Cai Lậy,Mỹ Hạnh Đông,8593,11/9/2023,1031,20,53,0.48,0.36,0.09,0,0.18,3.36,0.07,19,0.19,0.1,53,0.07,0.25,0.4,2168,0.25,12890,0.18
X481,105.664,10.4623,Đồng Tháp,Cao Lãnh,An Bình,9552,11/9/2023,1146,20,58,0.48,0.45,0.09,0,0.18,3.45,0.07,13,0.19,0.1,112,0.07,0.09,0.4,841,0.25,14328,0.18
X482,105.978,10.4465,Tiền Giang,Cái Bè,Hậu Mỹ Trinh,10584,11/9/2023,1270,20,53,0.48,-2.8,0.09,0,0.18,0.2,0.07,13,0.19,0.1,34,0.07,0.04,0.4,428,0.25,15876,0.18
X483,106.039,10.4392,Tiền Giang,Cai Lậy,Mỹ Thành Nam,12779,11/9/2023,1533,20,52,0.48,-1.32,0.09,0,0.18,1.68,0.07,16,0.19,0.1,59,0.07,0.12,0.4,1499,0.25,19169,0.18
X484,105.195,10.434,An Giang,Châu Thành,Vĩnh Bình,10242,11/9/2023,1229,176,55,0.48,-2.8,0.09,8,0.18,0.2,0.07,11,0.19,0.1,25,0.07,0.1,0.4,1024,0.25,15363,0.18
X485,106.522,10.4515,Long An,Châu Thành,Thanh Phú Long,12123,11/9/2023,1455,410,54,0.48,-0.26,0.09,0,0.18,2.74,0.07,13,0.19,0.1,61,0.07,0.05,0.4,653,0.25,18185,0.18
X486,105.556,10.4555,An Giang,Chợ Mới,Bình Phước Xuân,13167,11/9/2023,1580,726,58,0.48,0.45,0.09,0,0.18,3.45,0.07,13,0.19,0.1,69,0.07,0.2,0.4,2594,0.25,19751,0.18
X487,104.925,10.4453,An Giang,Tri Tôn,Lương Phi,10366,11/9/2023,1244,206,55,0.48,-2.8,0.09,0,0.18,0.2,0.07,13,0.19,0.1,25,0.07,0.04,0.4,371,0.25,15549,0.18
X488,105.608,10.4547,Đồng Tháp,Cao Lanh,Hòa An,15493,11/9/2023,1859,192,59,0.48,-0.26,0.09,0,0.18,2.74,0.07,13,0.19,0.1,138,0.07,0.15,0.4,2338,0.25,23240,0.18
X489,105.84,10.4182,Đồng Tháp,Tháp Mười,Thanh Mỹ,12829,11/9/2023,1539,20,55,0.48,-1.32,0.09,8,0.18,1.68,0.07,25,0.19,0.1,27,0.07,0.22,0.4,2876,0.25,19244,0.18
X490,106.367,10.4568,Tiền Giang,Chợ Gạo,Hòa Tịnh,7280,11/9/2023,874,20,53,0.48,0.45,0.09,4,0.18,3.45,0.07,15,0.19,0.1,102,0.07,0.17,0.4,1221,0.25,10920,0.18
X491,106.427,10.4513,Tiền Giang,Chợ Gạo,Tân Bình Thạnh,8014,11/9/2023,962,20,50,0.48,-2.8,0.09,4,0.18,0.2,0.07,18,0.19,0.1,69,0.07,0.33,0.4,2628,0.25,12021,0.18
X492,106.742,10.4442,Tiền Giang,Gò Công Đông,Gia Thuận,6063,11/9/2023,728,12,55,0.48,-1.32,0.09,0,0.18,1.68,0.07,16,0.19,0.1,29,0.07,0.7,0.4,4262,0.25,9095,0.18
X493,105.62,10.4649,Đồng Tháp,Cao Lanh,Hoà Thuận,7477,11/9/2023,897,143,58,0.48,-0.24,0.09,0,0.18,2.76,0.07,24,0.19,0.1,325,0.07,0.14,0.4,1071,0.25,11216,0.18
X494,105.633,10.4638,Đồng Tháp,Cao Lanh,1,9580,11/9/2023,1150,20,58,0.48,0.36,0.09,0,0.18,3.36,0.07,25,0.19,0.1,473,0.07,0.01,0.4,123,0.25,14370,0.18
X495,104.573,10.4082,Kiên Giang,Hà Tiên,Phú Mỹ,5343,11/9/2023,641,17,62,0.48,-2.8,0.09,0,0.18,0.2,0.07,0,0.19,0.1,5,0.07,0.46,0.4,2445,0.25,8015,0.18
X496,106.13,10.4473,Tiền Giang,Cai Lậy,Mỹ Hạnh Trung,7273,11/9/2023,873,20,53,0.48,-0.26,0.09,0,0.18,2.74,0.07,13,0.19,0.1,74,0.07,0.18,0.4,1341,0.25,10910,0.18
X497,105.333,10.4458,An Giang,Châu Thành,Bình Hòa,21186,11/9/2023,2542,50,57,0.48,-1.32,0.09,0,0.18,1.68,0.07,11,0.19,0.1,93,0.07,0.02,0.4,396,0.25,31779,0.18
X498,106.111,10.4361,Tiền Giang,Cai Lậy,Tân Bình,5920,11/9/2023,710,20,52,0.48,-0.24,0.09,0,0.18,2.76,0.07,12,0.19,0.1,42,0.07,0.03,0.4,174,0.25,8880,0.18
X499,105.488,10.4328,An Giang,Chợ Mới,An Thạnh Trung,17361,11/9/2023,2083,494,58,0.48,0.36,0.09,8,0.18,3.36,0.07,7,0.19,0.1,54,0.07,0.12,0.4,2105,0.25,26042,0.18
X500,106.396,10.4462,Tiền Giang,Chợ Gạo,Mỹ Tịnh An,9883,11/9/2023,1186,20,50,0.48,-2.8,0.09,6,0.18,0.2,0.07,15,0.19,0.1,86,0.07,0.2,0.4,1987,0.25,14825,0.18
X501,106.365,10.4034,Tiền Giang,Chợ Gạo,Lương Hòa Lạc,10874,11/9/2023,1305,20,54,0.48,-1.32,0.09,0,0.18,1.68,0.07,16,0.19,0.1,72,0.07,0.04,0.4,389,0.25,16311,0.18
X502,105.546,10.4007,Đồng Tháp,Lấp Vò,Hội An Đông,8749,11/9/2023,1050,185,59,0.48,-0.24,0.09,16,0.18,2.76,0.07,16,0.19,0.1,70,0.07,0.35,0.4,3033,0.25,13124,0.18
X503,104.481,10.3882,Kiên Giang,Hà Tiên,Bình San,10462,11/9/2023,1255,20,63,0.48,0.36,0.09,0,0.18,3.36,0.07,5,0.19,0.1,620,0.07,0.01,0.4,149,0.25,15693,0.18
X504,106.146,10.3472,Tiền Giang,Cai Lậy,Long Tiên,12740,11/9/2023,1529,20,54,0.48,0.45,0.09,0,0.18,3.45,0.07,16,0.19,0.1,78,0.07,0.18,0.4,2236,0.25,19110,0.18
X505,105.618,10.3396,Đồng Tháp,Lấp Vò,Vĩnh Thạnh,16692,11/9/2023,2003,20,59,0.48,-2.8,0.09,30,0.18,0.2,0.07,16,0.19,0.1,54,0.07,0.02,0.4,370,0.25,25038,0.18
X506,106.667,10.3649,Tiền Giang,Go Cong,4,13995,11/9/2023,1679,20,55,0.48,-0.26,0.09,30,0.18,2.74,0.07,25,0.19,0.1,1032,0.07,0.02,0.4,258,0.25,20993,0.18
X507,106.678,10.3673,Tiền Giang,Go Cong,3,8527,11/9/2023,1023,20,55,0.48,-1.32,0.09,0,0.18,1.68,0.07,25,0.19,0.1,740,0.07,0.03,0.4,240,0.25,12791,0.18
X508,105.443,10.3588,An Giang,Long Xuyen Township,Mỹ Qúy,13719,11/9/2023,1646,143,58,0.48,0.36,0.09,0,0.18,3.36,0.07,18,0.19,0.1,286,0.07,0.06,0.4,842,0.25,20579,0.18
X509,105.376,10.2958,An Giang,Thoại Sơn,Vĩnh Chánh,10085,11/9/2023,1210,220,57,0.48,0.45,0.09,30,0.18,3.45,0.07,9,0.19,0.1,26,0.07,0.58,0.4,5834,0.25,15128,0.18
X510,106.631,10.3031,Tiền Giang,Gò Công Tây,Long Bình,12674,11/9/2023,1521,20,55,0.48,-2.8,0.09,30,0.18,0.2,0.07,25,0.19,0.1,65,0.07,0.02,0.4,210,0.25,19011,0.18
X511,106.694,10.3031,Tiền Giang,Gò Công Đông,Phước Trung,9985,11/9/2023,1198,20,54,0.48,-0.26,0.09,30,0.18,2.74,0.07,25,0.19,0.1,47,0.07,0.22,0.4,2160,0.25,14978,0.18
X512,106.76,10.2956,Tiền Giang,Gò Công Đông,Tân Thành,13281,11/9/2023,1594,20,54,0.48,-0.24,0.09,30,0.18,2.76,0.07,25,0.19,0.1,54,0.07,0.05,0.4,718,0.25,19922,0.18
X513,106.544,10.1023,Bến Tre,Ba Tri,An Phú Trung,6624,11/9/2023,795,2050,50,0.48,0.36,0.09,24,0.18,3.36,0.07,17,0.19,0.1,64,0.07,0.45,0.4,2974,0.25,9936,0.18
X514,106.279,10.1054,Bến Tre,Mỏ Cày,Khánh Thạnh Tân,10886,11/9/2023,1306,595,58,0.48,0.45,0.09,0,0.18,3.45,0.07,15,0.19,0.1,72,0.07,0.16,0.4,1749,0.25,16329,0.18
X515,106.067,10.4376,Tiền Giang,Cai Lậy,Phú Nhuận,9155,11/9/2023,1099,20,52,0.48,-2.8,0.09,0,0.18,0.2,0.07,19,0.19,0.1,66,0.07,0.03,0.4,238,0.25,13733,0.18
X516,105.95,10.4136,Tiền Giang,Cái Bè,Thiện Trung,8746,11/9/2023,1050,20,53,0.48,-0.26,0.09,0,0.18,2.74,0.07,18,0.19,0.1,43,0.07,0.29,0.4,2543,0.25,13119,0.18
X517,105.143,10.4243,An Giang,Châu Thành,Vĩnh An,10121,11/9/2023,1215,77,53,0.48,-0.24,0.09,0,0.18,2.76,0.07,7,0.19,0.1,33,0.07,0.13,0.4,1297,0.25,15182,0.18
X518,105.638,10.4547,Đồng Tháp,Cao Lanh,2,7813,11/9/2023,938,20,58,0.48,-2.8,0.09,0,0.18,0.2,0.07,16,0.19,0.1,1457,0.07,0.1,0.4,773,0.25,11720,0.18
X519,105.695,10.44,Đồng Tháp,Cao Lãnh,Mỹ Thọ,13806,11/9/2023,1657,20,58,0.48,0.45,0.09,8,0.18,3.45,0.07,20,0.19,0.1,156,0.07,0.05,0.4,663,0.25,20709,0.18
X520,106.227,10.4169,Tiền Giang,Châu Thành,Nhị Bình,18115,11/9/2023,2174,20,60,0.48,-2.8,0.09,8,0.18,0.2,0.07,11,0.19,0.1,94,0.07,0.07,0.4,1289,0.25,27173,0.18
X521,104.327,10.361,Kiên Giang,Hà Tiên,Tiên Hải,1704,11/9/2023,204,102,69,0.48,-0.24,0.09,8,0.18,2.76,0.07,3,0.19,0.1,28,0.07,7.95,0.4,13550,0.25,2556,0.18
X522,106.343,10.4478,Tiền Giang,Châu Thành,Tân Hiệp,4991,11/9/2023,599,20,51,0.48,0.45,0.09,6,0.18,3.45,0.07,9,0.19,0.1,628,0.07,0.03,0.4,126,0.25,7487,0.18
X523,106.332,10.4323,Tiền Giang,Châu Thành,Thân Cửu Nghĩa,20110,11/9/2023,2413,20,54,0.48,0.24,0.09,8,0.18,3.24,0.07,11,0.19,0.1,164,0.07,0.04,0.4,752,0.25,30165,0.18
X524,106.37,10.4342,Tiền Giang,Chợ Gạo,Phú Kiết,11247,11/9/2023,1350,20,52,0.48,-0.24,0.09,0,0.18,2.76,0.07,16,0.19,0.1,99,0.07,0.04,0.4,465,0.25,16871,0.18
X525,105.385,10.4339,An Giang,Châu Thành,An Châu,24309,11/9/2023,2917,23,56,0.48,0.36,0.09,30,0.18,3.36,0.07,11,0.19,0.1,197,0.07,0.04,0.4,879,0.25,36464,0.18
X526,106.62,10.4235,Tiền Giang,Gò Công Đông,Bình Xuân,16833,11/9/2023,2020,17,55,0.48,-2.8,0.09,0,0.18,0.2,0.07,18,0.19,0.1,81,0.07,0.25,0.4,4181,0.25,25250,0.18
X527,104.003,10.3875,Kiên Giang,Phú Quốc,Bãi Thơm,3904,11/9/2023,468,20,59,0.48,-1.32,0.09,0,0.18,1.68,0.07,0,0.19,0.1,4,0.07,0.1,0.4,392,0.25,5856,0.18
X528,106.083,10.4185,Tiền Giang,Cai Lậy,Bình Phú,16570,11/9/2023,1988,20,54,0.48,-0.24,0.09,0,0.18,2.76,0.07,20,0.19,0.1,88,0.07,0.02,0.4,250,0.25,24855,0.18
X529,105.524,10.4154,An Giang,Chợ Mới,Hội An,20497,11/9/2023,2460,71,59,0.48,0.36,0.09,8,0.18,3.36,0.07,13,0.19,0.1,89,0.07,0.1,0.4,2140,0.25,30746,0.18
X530,106.457,10.4375,Long An,Châu Thành,Dương Xuân Hội,6809,11/9/2023,817,215,54,0.48,0.45,0.09,0,0.18,3.45,0.07,13,0.19,0.1,98,0.07,0.05,0.4,369,0.25,10214,0.18
X531,104.889,10.3874,An Giang,Tri Tôn,Lương An Trà,8088,11/9/2023,971,15,57,0.48,-2.8,0.09,0,0.18,0.2,0.07,13,0.19,0.1,9,0.07,0,0.4,6,0.25,12132,0.18
X532,105.809,10.3782,Đồng Tháp,Cao Lãnh,Mỹ Hiệp,11448,11/9/2023,1374,20,59,0.48,-0.26,0.09,0,0.18,2.74,0.07,20,0.19,0.1,45,0.07,0.02,0.4,280,0.25,17172,0.18
X533,106.164,10.4229,Tiền Giang,Cai Lậy,Tân Hội,11504,11/9/2023,1380,20,53,0.48,-1.32,0.09,0,0.18,1.68,0.07,22,0.19,0.1,84,0.07,0.12,0.4,1405,0.25,17256,0.18
X534,105.636,10.4288,Đồng Tháp,Cao Lanh,6,20379,11/9/2023,2445,20,58,0.48,0.36,0.09,8,0.18,3.36,0.07,16,0.19,0.1,229,0.07,0.02,0.4,414,0.25,30569,0.18
X535,106.3,10.4175,Tiền Giang,Châu Thành,Tam Hiệp,15757,11/9/2023,1891,20,54,0.48,0.45,0.09,0,0.18,3.45,0.07,15,0.19,0.1,80,0.07,0.17,0.4,2684,0.25,23636,0.18
X536,105.347,10.4101,An Giang,Châu Thành,Hòa Bình Thạnh,13483,11/9/2023,1618,31,56,0.48,-2.8,0.09,4,0.18,0.2,0.07,11,0.19,0.1,41,0.07,0.31,0.4,4165,0.25,20225,0.18
X537,106.265,10.4173,Tiền Giang,Châu Thành,Long Định,14917,11/9/2023,1790,20,57,0.48,-0.26,0.09,0,0.18,2.74,0.07,15,0.19,0.1,83,0.07,0.14,0.4,2037,0.25,22376,0.18
X538,105.434,10.4192,An Giang,Long Xuyen Township,Mỹ Hòa Hưng,21922,11/9/2023,2631,285,56,0.48,-0.24,0.09,8,0.18,2.76,0.07,20,0.19,0.1,108,0.07,0.12,0.4,2614,0.25,32883,0.18
X539,106.437,10.4253,Long An,Châu Thành,Long Trì,7220,11/9/2023,866,131,56,0.48,0.36,0.09,30,0.18,3.36,0.07,11,0.19,0.1,75,0.07,0.19,0.4,1372,0.25,10830,0.18
X540,106.766,10.416,Tiền Giang,Gò Công Đông,Vàm Láng,13508,11/9/2023,1621,20,55,0.48,0.45,0.09,0,0.18,3.45,0.07,13,0.19,0.1,95,0.07,0.02,0.4,267,0.25,20262,0.18
X541,105.753,10.4031,Đồng Tháp,Cao Lãnh,Bình Hàng Trung,11160,11/9/2023,1339,20,58,0.48,-2.8,0.09,0,0.18,0.2,0.07,20,0.19,0.1,54,0.07,0.23,0.4,2516,0.25,16740,0.18
X542,105.083,10.4049,An Giang,Tri Tôn,Tà Đảnh,7428,11/9/2023,891,8,52,0.48,-0.26,0.09,0,0.18,2.74,0.07,13,0.19,0.1,15,0.07,0.42,0.4,3123,0.25,11142,0.18
X543,104.791,10.3141,Kiên Giang,Hòn Đất,Bình Giang,14920,11/9/2023,1790,4,57,0.48,-0.24,0.09,0,0.18,2.76,0.07,11,0.19,0.1,9,0.07,0.27,0.4,4081,0.25,22380,0.18
X544,105.996,10.4127,Tiền Giang,Cái Bè,Hậu Mỹ Phú,8291,11/9/2023,995,20,53,0.48,-2.8,0.09,0,0.18,0.2,0.07,16,0.19,0.1,76,0.07,0.01,0.4,65,0.25,12437,0.18
X545,105.01,10.4063,An Giang,Tri Tôn,Núi Tô,7697,11/9/2023,924,0,52,0.48,0.45,0.09,0,0.18,3.45,0.07,11,0.19,0.1,24,0.07,0.09,0.4,707,0.25,11546,0.18
X546,105.911,10.4085,Tiền Giang,Cái Bè,Mỹ Tân,5355,11/9/2023,643,20,55,0.48,-2.8,0.09,0,0.18,0.2,0.07,13,0.19,0.1,30,0.07,0.76,0.4,4062,0.25,8033,0.18
X547,106.141,10.4126,Tiền Giang,Cai Lậy,Nhị Mỹ,4827,11/9/2023,579,20,53,0.48,-0.24,0.09,0,0.18,2.76,0.07,16,0.19,0.1,63,0.07,0.19,0.4,937,0.25,7241,0.18
X548,105.573,10.4121,Đồng Tháp,Lấp Vò,Mỹ An Hưng A,8238,11/9/2023,989,20,59,0.48,0.45,0.09,30,0.18,3.45,0.07,30,0.19,0.1,73,0.07,0.05,0.4,399,0.25,12357,0.18
X549,106.551,10.4107,Tiền Giang,Gò Công Tây,Đồng Sơn,9315,11/9/2023,1118,46,56,0.48,0.24,0.09,0,0.18,3.24,0.07,28,0.19,0.1,63,0.07,0.21,0.4,1983,0.25,13973,0.18
X550,105.009,10.4199,An Giang,Tri Tôn,Tri Tôn,15129,11/9/2023,1815,28,52,0.48,1.25,0.09,0,0.18,4.25,0.07,30,0.19,0.1,186,0.07,0.01,0.4,133,0.25,22694,0.18
X551,105.4,10.41,An Giang,Long Xuyen Township,Bình Đức,21215,11/9/2023,2546,47,54,0.48,0.36,0.09,30,0.18,3.36,0.07,30,0.19,0.1,185,0.07,0.03,0.4,738,0.25,31823,0.18
X552,106.714,10.4104,Tiền Giang,Gò Công Đông,Tân Tây,13629,11/9/2023,1635,20,55,0.48,-0.2,0.09,0,0.18,2.8,0.07,16,0.19,0.1,94,0.07,0.04,0.4,565,0.25,20444,0.18
X553,105.873,10.4011,Tiền Giang,Cái Bè,Mỹ Lợi B,7789,11/9/2023,935,20,56,0.48,-0.15,0.09,16,0.18,2.85,0.07,16,0.19,0.1,41,0.07,0.8,0.4,6219,0.25,11684,0.18
X554,106.405,10.4105,Tiền Giang,Chợ Gạo,Thanh Bình,10131,11/9/2023,1216,20,54,0.48,0.15,0.09,8,0.18,3.15,0.07,16,0.19,0.1,72,0.07,0.46,0.4,4641,0.25,15197,0.18
X555,104.469,10.412,Kiên Giang,Hà Tiên,Mỹ Đức,7617,11/9/2023,914,20,63,0.48,0.35,0.09,0,0.18,3.35,0.07,16,0.19,0.1,46,0.07,0.01,0.4,74,0.25,11426,0.18
X556,104.947,10.3999,An Giang,Tri Tôn,An Tức,6214,11/9/2023,746,292,55,0.48,0.25,0.09,30,0.18,3.25,0.07,13,0.19,0.1,22,0.07,0.08,0.4,524,0.25,9321,0.18
X557,106.603,10.4049,Tiền Giang,Gò Công Tây,Bình Phú,16570,11/9/2023,1988,18,55,0.48,-1.5,0.09,0,0.18,1.5,0.07,13,0.19,0.1,123,0.07,0.11,0.4,1844,0.25,24855,0.18
X558,105.71,10.4045,Đồng Tháp,Cao Lãnh,Mỹ Xương,7300,11/9/2023,876,20,58,0.48,-2.8,0.09,0,0.18,0.2,0.07,25,0.19,0.1,65,0.07,0.16,0.4,1159,0.25,10950,0.18
X559,105.303,10.3945,An Giang,Châu Thành,Vĩnh Lợi,6194,11/9/2023,743,3,57,0.48,-0.26,0.09,0,0.18,2.74,0.07,24,0.19,0.1,23,0.07,1.02,0.4,6326,0.25,9291,0.18
X560,105.469,10.389,An Giang,Chợ Mới,Hòa Bình,20207,11/9/2023,2425,146,61,0.48,-1.32,0.09,4,0.18,1.68,0.07,25,0.19,0.1,90,0.07,0.05,0.4,1028,0.25,30311,0.18
X561,104.632,10.3522,Kiên Giang,Hà Tiên,Hòa Điển,9772,11/9/2023,1173,19,60,0.48,-0.24,0.09,8,0.18,2.76,0.07,16,0.19,0.1,8,0.07,0.58,0.4,5701,0.25,14658,0.18
X562,106.33,10.4015,Tiền Giang,Châu Thành,Long An,9657,11/9/2023,1159,20,58,0.48,0.36,0.09,4,0.18,3.36,0.07,16,0.19,0.1,101,0.07,0.08,0.4,742,0.25,14486,0.18
X563,106.117,10.405,Tiền Giang,Cai Lậy,Cai Lậy,126613,11/9/2023,15194,20,55,0.48,0.45,0.09,0,0.18,3.45,0.07,16,0.19,0.1,2081,0.07,0,0.4,51,0.25,189920,0.18
X564,105.768,10.3807,Đồng Tháp,Cao Lãnh,Bình Hàng Tây,9642,11/9/2023,1157,20,58,0.48,-1.5,0.09,8,0.18,1.5,0.07,20,0.19,0.1,64,0.07,0.2,0.4,1911,0.25,14463,0.18
X565,106.441,10.3952,Tiền Giang,Chợ Gạo,Đăng Hưng Phước,11247,11/9/2023,1350,20,56,0.48,-1.32,0.09,4,0.18,1.68,0.07,20,0.19,0.1,78,0.07,0.1,0.4,1109,0.25,16871,0.18
X566,106.38,10.3437,Tiền Giang,Mỹ Tho,Tân Long,3263,11/9/2023,392,20,44,0.48,-2.8,0.09,8,0.18,0.2,0.07,16,0.19,0.1,99,0.07,0.32,0.4,1031,0.25,4895,0.18
X567,106.24,10.3338,Tiền Giang,Châu Thành,Kim Sơn,10578,11/9/2023,1269,20,59,0.48,-2.8,0.09,4,0.18,0.2,0.07,20,0.19,0.1,85,0.07,0.06,0.4,639,0.25,15867,0.18
X568,106.057,10.302,Tiền Giang,Cai Lậy,Tân Phong,13928,11/9/2023,1671,3,54,0.48,-1.5,0.09,0,0.18,1.5,0.07,9,0.19,0.1,57,0.07,0.2,0.4,2748,0.25,20892,0.18
X569,105.489,10.2825,Cần Thơ,Thốt Nốt,Thới Thuận,17136,11/9/2023,2056,336,58,0.48,-1.5,0.09,0,0.18,1.5,0.07,18,0.19,0.1,57,0.07,0.15,0.4,2511,0.25,25704,0.18
X570,105.655,10.2897,Đồng Tháp,Lai Vung,Lai Vung,10962,11/9/2023,1315,20,58,0.48,-0.26,0.09,0,0.18,2.74,0.07,18,0.19,0.1,145,0.07,0.02,0.4,250,0.25,16443,0.18
X571,105.985,10.2845,Vĩnh Long,Long Hồ,Hòa Ninh,9117,11/9/2023,1094,592,58,0.48,-1.5,0.09,2,0.18,1.5,0.07,28,0.19,0.1,77,0.07,0.24,0.4,2205,0.25,13676,0.18
X572,106.098,10.3943,Tiền Giang,Cai Lậy,Thanh Hòa,5859,11/9/2023,703,20,55,0.48,-2.8,0.09,0,0.18,0.2,0.07,30,0.19,0.1,88,0.07,0.34,0.4,2001,0.25,8789,0.18
X573,105.611,10.3878,Đồng Tháp,Lấp Vò,Mỹ An Hưng B,14843,11/9/2023,1781,20,59,0.48,-0.26,0.09,4,0.18,2.74,0.07,16,0.19,0.1,63,0.07,0.06,0.4,873,0.25,22265,0.18
X574,104.707,10.3193,Kiên Giang,Hà Tiên,Kiên Bình,8364,11/9/2023,1004,18,57,0.48,0.36,0.09,8,0.18,3.36,0.07,16,0.19,0.1,5,0.07,0.49,0.4,4136,0.25,12546,0.18
X575,106.586,10.3815,Tiền Giang,Gò Công Tây,Đồng Thạnh,10385,11/9/2023,1246,20,55,0.48,0.45,0.09,0,0.18,3.45,0.07,16,0.19,0.1,66,0.07,0.11,0.4,1091,0.25,15578,0.18
X576,105.24,10.3873,An Giang,Châu Thành,Vĩnh Nhuận,7726,11/9/2023,927,78,57,0.48,-2.8,0.09,2,0.18,0.2,0.07,16,0.19,0.1,20,0.07,0.89,0.4,6840,0.25,11589,0.18
X577,106.052,10.3748,Tiền Giang,Cai Lậy,Phú An,15694,11/9/2023,1883,20,53,0.48,-1.32,0.09,0,0.18,1.68,0.07,16,0.19,0.1,99,0.07,0.08,0.4,1260,0.25,23541,0.18
X578,105.693,10.3832,Đồng Tháp,Lấp Vò,Tân Khánh Trung,16015,11/9/2023,1922,20,59,0.48,-2.8,0.09,0,0.18,0.2,0.07,16,0.19,0.1,84,0.07,0.05,0.4,821,0.25,24023,0.18
X579,105.989,10.3554,Tiền Giang,Cái Bè,Hòa Khánh,20093,11/9/2023,2411,20,55,0.48,-0.26,0.09,0,0.18,2.74,0.07,13,0.19,0.1,83,0.07,0.04,0.4,889,0.25,30140,0.18
X580,106.005,10.385,Tiền Giang,Cái Bè,Hậu Thành,13581,11/9/2023,1630,20,55,0.48,0.45,0.09,8,0.18,3.45,0.07,25,0.19,0.1,115,0.07,0.08,0.4,1118,0.25,20372,0.18
X581,106.205,10.3973,Tiền Giang,Châu Thành,Dưỡng Điềm,6487,11/9/2023,778,20,55,0.48,-2.8,0.09,0,0.18,0.2,0.07,24,0.19,0.1,193,0.07,0.14,0.4,905,0.25,9731,0.18
X582,103.898,10.3521,Kiên Giang,Phú Quốc,Gành Dầu,8907,11/9/2023,1069,20,58,0.48,-0.26,0.09,16,0.18,2.74,0.07,25,0.19,0.1,14,0.07,0.04,0.4,315,0.25,13361,0.18
